CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
1066602,N-Q,9,The Royal Bank of   Scotland PLC,3724000,MBIA Insurance   Corp. (no specified obligation),09/20/13,NaN,NaN,Sell,NaN,(3.75,NaN,#VALUE!,#VALUE!,#VALUE!
1066602,N-Q,9,"Citibank N.A.,   New York",606500,"Norbord Inc.   7.250%, 07/01/12",06/20/12,NaN,NaN,Buy,NaN,(3.75,7.25,9.6666666667,14.5,29
1066602,N-Q,9,Morgan Stanley   Capital Services Inc.,2200000,"Verizon Wireless   7.375%, 11/15/13",12/20/13,NaN,NaN,NaN,NaN,(3.85,7.375,9.8333333333,14.75,29.5
1066602,N-Q,9,Barclays Bank PLC,2478000,"Weyerhaeuser Co.   7.125%, 07/15/23",09/20/12,NaN,NaN,NaN,NaN,(3.90,7.125,9.5,14.25,28.5
1066602,N-Q,9,"Citibank N.A.,   New York",2820619,"Williams Partners   LP 7.500%, 06/15/11",03/20/12,NaN,NaN,NaN,NaN,(2.20,7.5,10,15,30
716716,N-Q,14,"Yum! Brands, Inc.",825,NaN,12/20/18,NaN,"(14,319",NaN,NaN,(1.75,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,14,"Quest Diagnostics, Inc.",845,NaN,3/20/19,NaN,16218,NaN,NaN,(8.30,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,14,CDX.NA.HY.21,3600,NaN,12/20/18,NaN,"(299,144",NaN,NaN,(8.30,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,14,CDX.NA.IG.21,825,NaN,12/20/18,NaN,11755,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,14,"Yum! Brands, Inc.",225,"Yum! Brands, Inc.",12/20/18,NaN,"(3,905",NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,14,"Quest Diagnostics, Inc.",250,"Quest Diagnostics, Inc.",3/20/19,NaN,4798,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, General Electric ," $10,000 000", General Electric , 12/20/15 ," $86,159 ", 1.00% ,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Republic of South Korea ," 25,000 000", Republic of South Korea , 12/20/15 ," (502,879 ", 1.00% ,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, SLM ," 3,000 000", SLM , 12/20/13 ,565385, 5.00% ,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Japan Government Bond ," 50,000 000", Japan Government Bond , 12/20/15 ," (263,533 ", 1.00% ,Sell,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, United Kingdom Gilt ," 50,000 000", United Kingdom Gilt , 12/20/15 ," (131,672 ", 1.00% ,Buy,NaN,(0.310,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Mexico Government International Bond ," 8,000 000", Mexico Government International Bond , 12/20/15 ,13385, 1.00% ,Sell,NaN,(0.440,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Berkshire Hathaway ," 35,000 000", Berkshire Hathaway , 12/20/15 ,406040, 1.00% ,Buy,NaN,(0.370,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Republic of South Africa ," 25,000 000", Republic of South Africa , 12/20/15 ," (233,670 ", 1.00% ,NaN,NaN,(0.680,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, SLM , 375 000, SLM , 12/20/13 ,74423, 5.00% ,NaN,NaN,(0.440,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, France Government Bond ," 80,000 000", France Government Bond , 12/20/15 ," (987,148 ", 0.25% ,NaN,NaN,1.28,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, MetLife ," 50,000 000", MetLife , 12/20/15 ,306139, 1.00% ,NaN,NaN,1.35,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11, Republic of South Korea ," 58,000 000", Republic of South Korea , 12/20/15 ," (1,181,141 ", 1.00% ,NaN,NaN,(2.065,NaN,#VALUE!,#VALUE!,#VALUE!
1190935,N-CSR,11,UBS,"BRL17,970000",NaN,1/2/12,NaN,BRL-CDI-Compounded,NaN,NaN,(2.140,NaN,#VALUE!,#VALUE!,#VALUE!
914209,N-CSRS,14,Credit Suisse International,"$88,000 ",CMBX NA ,1/17/47 ,NaN,"$(4,972) ",NaN,NaN,0.41,NaN,#VALUE!,#VALUE!,#VALUE!
914209,N-CSRS,14,Credit Suisse International,88000,CMBX NA ,1/17/47 ,NaN,"(5,355) ",NaN,NaN,(1.110,NaN,#VALUE!,#VALUE!,#VALUE!
914209,N-CSRS,14,Credit Suisse International,87000,CMBX NA ,1/17/47 ,NaN,"(4,083) ",NaN,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
914209,N-CSRS,14,Credit Suisse International,87000,CMBX NA ,1/17/47 ,NaN,"(5,096) ",NaN,NaN,(0.310,NaN,#VALUE!,#VALUE!,#VALUE!
914209,N-CSRS,14,JPMorgan Chase Bank N.A.  ,800000,EM Series 19 Index ,6/20/18 ,NaN,"(66,400) ",NaN,NaN,(0.440,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,13000000,NaN, 9/20/2010,NaN,0.4,NaN,NaN,(0.370,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,50000000,NaN, 12/20/2012,NaN, 1.93%,NaN,NaN,(0.680,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,97228457,NaN, 12/20/2012,NaN,0.71,NaN,NaN,(0.440,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,252793989,NaN, 12/20/2012,NaN,0.71,NaN,NaN,1.28,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,100000000,NaN, 12/20/2012,NaN, 1.20%,NaN,NaN,1.35,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,7000000,NaN, 3/20/2013,NaN,0.25,NaN,NaN,(2.065,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche ,21000000,NaN, 3/20/2014,NaN,1.7,NaN,NaN,(2.140,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche Bank AG ,15000000,NaN, 3/20/2019,NaN,1.66,NaN,NaN,0.41,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche ,21000000,NaN, 3/20/2014,NaN,1.7,NaN,NaN,(1.110,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche ,15000000,NaN, 3/20/2019,NaN,1.66,NaN,NaN,09/20/2007,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley ,60000000,NaN, 9/20/2010,NaN,0.4,     Sell ,NaN,08/20/2011,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Morgan Stanley,31000000,NaN, 3/20/2013,NaN,0.25,     Sell ,NaN,08/20/2016,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche ,28000000,NaN, 3/20/2014,NaN,1.7,     Sell ,NaN,06/20/2007,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Deutsche Bank AG,20000000,NaN, 3/20/2019,NaN,1.66,     Sell ,NaN,09/20/2011,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Barclays ,11500000,NaN, 3/20/2013,NaN,0.61,NaN,NaN,09/20/2007,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Barclays ,2000000,NaN, 6/20/2011,NaN,0.3,NaN,NaN,08/20/2011,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, UBS AG,2000000,NaN, 6/20/2011,NaN,0.26,NaN,NaN,08/20/2016,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, Barclays Bank PLC,2000000,NaN, 12/20/2013,NaN,0.25,NaN,NaN,06/20/2007,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,9, UBS AG,2000000,NaN, 12/20/2013,NaN,0.34,Sell,NaN,09/20/2011,NaN,#VALUE!,#VALUE!,#VALUE!
1214511,N-CSR,11,NaN,3000000,      Bank of America:     CDX North America     High Yield Index  ,     06/20/2016 ,NaN,NaN,Sell,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
1214511,N-CSR,11,NaN,14000000,      Bank of America:     CDX North America     Investment Grade Index  ,     06/20/2016 ,NaN,NaN,Sell,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,NaN,"3,000000",NaN,12/20/18,NaN,NaN,Buy,NaN,(3.250,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,Credit Suisse International,2565,NaN,3/20/19,35970,"(132,013",Buy,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,JPMorgan Chase Bank N.A.,5130,NaN,3/20/19,"(23,643","(225,244",Buy,NaN,1.48,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,Barclays Bank PLC,4035,NaN,6/20/23,59223,"(292,948",Buy,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,Citibank N.A.,4350,NaN,6/20/23,81552,"(333,523",Buy,NaN,0.44,NaN,#VALUE!,#VALUE!,#VALUE!
844779,N-CSR,14,JPMorgan Chase Bank N.A.,4350,NaN,6/20/23,57935,"(309,905",Buy,NaN,(3.250,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,UBS AG,22640,NaN,11/20/13,NaN,NaN,Buy,NaN,2.4,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,"(2,400",NaN,12/20/13,NaN,NaN,Buy,NaN,1.77,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,680",NaN,12/20/13,NaN,NaN,Buy,NaN,7.75,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(500,NaN,03/20/17,NaN,NaN,Buy,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(120,NaN,03/20/17,NaN,NaN,Buy,NaN,2.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(885,NaN,06/20/13,NaN,NaN,Sell,NaN,1.37,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,"(1,415",NaN,09/20/13,NaN,NaN,Sell,NaN,(2.160,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(1,680",NaN,09/20/13,NaN,NaN,Buy,NaN,0.95,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,(620,NaN,09/20/17,NaN,NaN,Sell,NaN,0.95,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,4945,NaN,12/20/13,NaN,NaN,Buy,NaN,1.8,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(2,300",NaN,09/20/13,NaN,NaN,Buy,NaN,1.05,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,6185,NaN,12/20/13,NaN,NaN,NaN,NaN,1.38,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,5970,NaN,12/20/13,NaN,NaN,NaN,NaN,(2.180,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,4445,NaN,12/20/13,NaN,NaN,NaN,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,4445,NaN,12/20/13,NaN,NaN,NaN,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,4445,NaN,12/20/13,NaN,NaN,NaN,NaN,(3.250,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,11110,NaN,12/20/13,NaN,NaN,NaN,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,4580,NaN,12/20/13,NaN,NaN,NaN,NaN,1.48,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,680",NaN,09/20/13,NaN,NaN,NaN,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(500,NaN,06/20/17,NaN,NaN,NaN,NaN,0.44,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(120,NaN,06/20/17,NaN,NaN,NaN,NaN,(3.250,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(2,300",NaN,09/20/13,NaN,NaN,NaN,NaN,2.4,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(1,560",NaN,06/20/13,NaN,NaN,NaN,NaN,1.77,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(740,NaN,09/20/13,NaN,NaN,NaN,NaN,7.75,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(11,290",NaN,12/20/13,NaN,NaN,NaN,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(11,290",NaN,12/20/13,NaN,NaN,NaN,NaN,2.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(11,290",NaN,12/20/13,NaN,NaN,NaN,NaN,1.37,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(11,290",NaN,12/20/13,NaN,NaN,NaN,NaN,(2.160,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(2,300",NaN,09/20/13,NaN,NaN,NaN,NaN,0.95,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,4940,NaN,12/20/13,NaN,NaN,NaN,NaN,0.95,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(1,560",NaN,06/20/13,NaN,NaN,NaN,NaN,1.8,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(740,NaN,09/20/13,NaN,NaN,Sell,NaN,1.05,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,4945,NaN,12/20/13,NaN,NaN,Sell,NaN,1.38,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,8500,NaN,09/20/12,NaN,NaN,Buy,NaN,(2.180,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(5,000",NaN,09/20/17,NaN,NaN,Sell,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,UBS AG,1730,NaN,11/20/13,NaN,NaN,Sell,NaN,2.1,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,370,NaN,12/20/13,NaN,NaN,Sell,NaN,4.65,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,885,NaN,12/20/13,NaN,NaN,Sell,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,500,NaN,12/20/13,NaN,NaN,Sell,NaN,2.445,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,355,NaN,12/20/13,NaN,NaN,Sell,NaN,2.4,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,355,NaN,12/20/13,NaN,NaN,Sell,NaN,4.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,355,NaN,12/20/13,NaN,NaN,Sell,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,480,NaN,12/20/13,NaN,NaN,Sell,NaN,0.69,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,370,NaN,12/20/13,NaN,NaN,Sell,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(955,NaN,12/20/13,NaN,NaN,Sell,NaN,0.46,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(955,NaN,12/20/13,NaN,NaN,Sell,NaN,2.3,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(955,NaN,12/20/13,NaN,NaN,Sell,NaN,2.1,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(955,NaN,12/20/13,NaN,NaN,Sell,NaN,4.65,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(500,NaN,12/20/13,NaN,NaN,Buy,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(500,NaN,12/20/13,NaN,NaN,Sell,NaN,2.445,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,330,NaN,12/20/13,NaN,NaN,Buy,NaN,2.4,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,370,NaN,12/20/13,NaN,NaN,NaN,NaN,4.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(500,NaN,12/20/13,NaN,NaN,NaN,NaN,2,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,(500,NaN,12/20/13,NaN,NaN,NaN,NaN,0.69,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,UBS AG,14740,NaN,11/20/13,NaN,NaN,NaN,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,"(1,500",NaN,12/20/13,NaN,NaN,NaN,NaN,0.46,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,040",NaN,12/20/13,NaN,NaN,NaN,NaN,1.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(560,NaN,03/20/17,NaN,NaN,NaN,NaN,0.94,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(680,NaN,06/20/13,NaN,NaN,NaN,NaN,1.65,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(920,NaN,09/20/13,NaN,NaN,NaN,NaN,1.36,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(1,040",NaN,09/20/13,NaN,NaN,NaN,NaN,1.37,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,(560,NaN,09/20/17,NaN,NaN,NaN,NaN,1.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,3215,NaN,12/20/13,NaN,NaN,NaN,NaN,(2.150,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,4030,NaN,12/20/13,NaN,NaN,NaN,NaN,(2.170,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,3965,NaN,12/20/13,NaN,NaN,NaN,NaN,1.58,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,7465,NaN,12/20/13,NaN,NaN,NaN,NaN,0.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,2935,NaN,12/20/13,NaN,NaN,NaN,NaN,1.39,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,2985,NaN,12/20/13,NaN,NaN,NaN,NaN,2.05,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,2985,NaN,12/20/13,NaN,NaN,NaN,NaN,2.84,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,2985,NaN,12/20/13,NaN,NaN,NaN,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,600",NaN,09/20/13,NaN,NaN,NaN,NaN,1.13,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(560,NaN,06/20/17,NaN,NaN,Buy,NaN,(2.190,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,040",NaN,09/20/13,NaN,NaN,Sell,NaN,(4.150,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,600",NaN,09/20/13,NaN,NaN,Sell,NaN,1.77,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(660,NaN,06/20/13,NaN,NaN,Buy,NaN,0.8,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(940,NaN,09/20/13,NaN,NaN,NaN,NaN,(4.650,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(7,440",NaN,12/20/13,NaN,NaN,NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(7,440",NaN,12/20/13,NaN,NaN,NaN,NaN,2.02,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(7,440",NaN,12/20/13,NaN,NaN,NaN,NaN,2.55,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(7,440",NaN,12/20/13,NaN,NaN,Buy,NaN,1.33,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,600",NaN,09/20/13,NaN,NaN,Buy,NaN,3.16,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,3215,NaN,12/20/13,NaN,NaN,Buy,NaN,2.31,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(660,NaN,06/20/13,NaN,NaN,Buy,NaN,(2.420,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(940,NaN,09/20/13,NaN,NaN,Buy,NaN,0.76,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,3215,NaN,12/20/13,NaN,NaN,Buy,NaN,(2.200,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(14,000",NaN,12/20/13,NaN,NaN,Buy,NaN,1.05,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(5,000",NaN,12/20/13,NaN,NaN,Buy,NaN,2.1,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,UBS AG,10505,NaN,11/20/13,NaN,NaN,NaN,NaN,1.35,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,"(1,100",NaN,12/20/13,NaN,NaN,NaN,NaN,2.48,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,(360,NaN,12/20/13,NaN,NaN,NaN,NaN,2.385,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(740,NaN,03/20/17,NaN,NaN,NaN,NaN,2.345,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(435,NaN,06/20/13,NaN,NaN,NaN,NaN,1.87,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(665,NaN,09/20/13,NaN,NaN,NaN,NaN,1.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(360,NaN,09/20/13,NaN,NaN,NaN,NaN,0.94,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,(740,NaN,09/20/17,NaN,NaN,NaN,NaN,1.65,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,2290,NaN,12/20/13,NaN,NaN,Buy,NaN,1.36,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,2215,NaN,12/20/13,NaN,NaN,Buy,NaN,1.37,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,5540,NaN,12/20/13,NaN,NaN,Buy,NaN,1.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,2985,NaN,12/20/13,NaN,NaN,Buy,NaN,(2.150,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,2215,NaN,12/20/13,NaN,NaN,Buy,NaN,(2.170,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,2215,NaN,12/20/13,NaN,NaN,Buy,NaN,1.58,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,2855,NaN,12/20/13,NaN,NaN,Buy,NaN,0.7,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,2115,NaN,12/20/13,NaN,NaN,Buy,NaN,1.39,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,100",NaN,09/20/13,NaN,NaN,Buy,NaN,2.05,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,(360,NaN,09/20/13,NaN,NaN,Buy,NaN,2.84,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Citibank N.A.,(740,NaN,06/20/17,NaN,NaN,Buy,NaN,1.5,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,"(1,100",NaN,09/20/13,NaN,NaN,Buy,NaN,1.13,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(780,NaN,06/20/13,NaN,NaN,Buy,NaN,(2.190,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,(320,NaN,09/20/13,NaN,NaN,Buy,NaN,(4.150,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(5,315",NaN,12/20/13,NaN,NaN,Buy,NaN,1.77,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Merrill Lynch,"(5,315",NaN,12/20/13,NaN,NaN,Buy,NaN,0.8,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(5,315",NaN,12/20/13,NaN,NaN,Buy,NaN,(4.650,NaN,#VALUE!,#VALUE!,#VALUE!
